_____ would be woefully incomplete without _____.,situational
A 55-gallon drum of lube.,sexual
"A bigger, blacker dick.",sexual
A Burmese tiger pit.,situational
A dollop of sour cream.,general
A magic hippie love cloud.,oddly specific
A man in yoga pants with a ponytail and feather earrings.,oddly specific
A piñata full of scorpions.,oddly specific
A sad fat dragon with no friends.,oddly specific
A slightly shittier parallel universe.,expletive
"A soulful rendition of ""Ol' Man River.""",oddly specific
A squadron of moles wearing aviator goggles.,sexual
"A sweaty, panting leather daddy.",sexual
A sweet spaceship.,general
"After months of debate, the Occupy Wall Street General Assembly could only agree on ""More _____!""",political
All of this blood.,macabre
An army of skeletons.,general
An ether-soaked rag.,illegal
An unhinged ferris wheel rolling toward the sea.,oddly specific
Another shot of morphine.,political
Basic human decency.,philosophical
Beefin' over turf.,pop culture
"Before _____, all we had was _____.",general
"Before I run for president, I must destroy all evidence of my involvement with _____.",political
Being awesome at sex.,sexual
Boris the Soviet Love Hammer.,political
Bullshit.,expletive
Catastrophic urethral trauma.,sexual
Charades was ruined for me forever when my mom had to act out _____.,freudian
Daddy's belt.,freudian
Death by Steven Seagal.,pop culture
"Dining with cardboard cutouts of the cast of ""Friends.""",pop culture
Double penetration.,sexual
"During his midlife crisis, my dad got really into _____.",freudian
Everyone down on the ground! We don't want to hurt anyone. We're just here for _____.,situational
Existing.,philosophical
Fetal alcohol syndrome.,macabre
Finding Waldo.,pop culture
Fuck Mountain.,sexual
Getting hilariously gang-banged by the Blue Man Group.,sexual
Grandpa's ashes.,macabre
"Graphic violence, adult language, and some sexual content.",sexual
Hillary Clinton's death stare.,political
"I spent my whole life working toward _____, only to have it ruined by _____.",situational
"I went from _____ to _____, all thanks to _____.",situational
"If God didn't want us to enjoy _____, he wouldn't have given us _____.",situational
"In his newest and most difficult stunt, David Blaine must escape from _____.",pop culture
Intimacy problems.,sexual
Jeff Goldblum.,pop culture
"Little Miss Muffet Sat on a tuffet, Eating her curds and _____.",childhood
Living in a trashcan.,situational
"Loki, the trickster god.",pop culture
Making a friend.,general
Me.,general
Members of New York's social elite are paying thousands of dollars just to experience _____.,situational
Mild autism.,political
Mooing.,situational
"My country, 'tis of thee, sweet land of _____.",political
My first kill.,macabre
My mom freaked out when she looked at my browser history and found _____.com/_____.,freudian
"My new favorite porn star is Joey ""_____"" McGee.",sexual
Next time on Dr. Phil: How to talk to your child about _____.,pop culture
Nunchuck moves.,pop culture
Oncoming traffic.,general
One Ring to rule them all.,pop culture
Only two things in life are certain: death and _____.,macabre
Power.,general
Pretty Pretty Princess Dress-Up Board Game®.,pop culture
Pumping out a baby every nine months.,situational
Rising from the grave.,macabre
Scrotal frostbite.,sexual
Some really fucked-up shit.,expletive
"Special musical guest, Cher.",pop culture
Spring break!,general
Subduing a grizzly bear and making her your wife.,oddly specific
Survivor's guilt.,macabre
Swiftly achieving orgasm.,sexual
Taking a man's eyes and balls out and putting his eyes where his balls go and then his balls in the eye holes.,oddly specific
The corporations.,political
The day the birds attacked.,situational
"The Five Stages of Grief: denial, anger, bargaining, _____, acceptance.",situational
The Google.,pop culture
The grey nutrient broth that sustains Mitt Romney.,political
The healing process began when I joined a support group for victims of _____.,situational
The human body.,general
The mere concept of Applebee's.,situational
The mixing of the races.,situational
The new Radiohead album.,pop culture
"The votes are in, and the new high school mascot is _____.",situational
This is your captain speaking. Fasten your seatbelts and prepare for _____.,situational
"This month's Cosmo: ""Spice up your sex life by bringing _____ into the bedroom.""",sexual
Tiny nipples.,sexual
Tongue.,general
Tonight on 20/20: What you don't know about _____ could kill you.,macabre
Upgrading homeless people to mobile hotspots.,political
Weapons-grade plutonium.,political
Wearing an octopus for a hat.,oddly specific
Whining like a little bitch.,expletive
Whipping a disobedient slave.,sexual
You haven't truly lived until you've experienced _____ and _____ at the same time.,general
_____ ain't nothin' to fuck with.,
_____ gives a whole new meaning to _____.,
_____ good to the last drop.,
"_____ in the front seat; _____ in the back seat; gotta make my mind up, which seat can I take?",
"_____ in the morning, sailors take warning.",
_____ is a classic case of _____.,
_____ is a gateway to _____.,
_____ is a time-saving godsend for busy housewives.,
_____ is best enjoyed on the first date.,
_____ is dead to me.,
_____ is nothing _____ can't fix.,
_____ is now outsourced to call centers in India.,
_____ is the name of my new indie black metal emo jazz post-dubstep funk band.,
_____ is the new black.,
_____ is the root of all evil.,
"_____ isn't about sex, it's about power.",
_____ means never having to say you're sorry.,
_____ R Us.,
"_____, for the win!",
"_____, fun for the whole family!",
_____: The Other White Meat.,
"_____. Because, fuck you, that's why.",
_____. I'd hit that.,
_____. It's everywhere you want to be.,
_____. The Care Bear Stare,
_____. The Final Frontier.,
_____. The Nicolas Cage Story,
_____. The other white meat.,
"""Watson!"" Holmes exclaimed, ""This man was obviously killed by _____!""",
2 things you need to survive on a deserted island,
"9 out of 10 doctors agree, _____ twice a day prevents cancer.",
A fortune teller told me I will live a life filled with _____.,
A hot new alternative medical practice involves placing _____ in _____.,
A little-known fact is that Microsoft Windows was originally slated to be the first operating system to include _____.,
A little-known provision of Obamacare allows _____ access to _____.,
"According to an old Romanian superstition, _____ will happen if you Don't _____ before going to bed.",
"After Billy Mays died, he sold God _____.",
All the cool kids are doing it.,
An international tribunal has found _____ guilty of _____.,
"And on his farm he had _____, e-i-e-i-o!",
"And then little Billy woke up the next morning, he discovered that the tooth fairy had left _____ under his pillow.",
Apple has revealed they now have a patent for _____.,
Ask your doctor if _____ is right for you.,
"Back in my day, _____ only cost a nickel.",
Bang _____ Marry _____ Kill _____.,
Check your privilege. And _____.,
Chili’s special tonight: _____ with a side of _____.,
Choosy moms choose _____.,
"Cirque de Soleil presents MYSTIQUEE, a night of daring acrobatics, whimsy and _____.",
Daddy drinks because of _____.,
Damn it feels good to be _____.,
Danger! _____ ahead!,
"Dear Sir or Madam, We regret to inform you that the Office of _____ has denied your request for _____.",
Disney presents _____ on ice!,
Disney's newest Pixar movie will be about _____.,
Every _____ should be required to get a tattoo of _____.,
"For campaign funding reform to really be effective, there needs to be a specific policy about _____ contributions.",
Fred Phelps and his church have just announced that they plan to start picketing the funerals of _____ as well as gays.,
Genius is 10% inspiration and 90% _____.,
"Give me liberty, or give me _____!",
Go-go Gadget _____!,
Groundbreaking research provides convincing evidence that _____ killed the dinosaurs.,
Happiness is _____.,
"Hey Rocky, watch me pull _____ out of my _____!",
Horton could hear it through the bedroom wall...his mother and _____.,
Horton is always forcing his _____ on other people.,
How did this _____ get into my _____?,
I always call in sick to work when I have a bad case of _____.,
I always think of _____ when I fall asleep.,
I can drive and _____ and _____ at the same time.,
"I can handle public displays of affection, but _____ is really too much.",
I can't get no _____.,
I feel the need—the need for _____.,
"I firmly believe that for the economy to recover, the Department of _____ needs to change its policies on _____.",
I for one welcome our new _____ overlords!,
I got a fever and the only cure is more _____.,
I have decided to commit to a life of studious contemplation on_____.,
I like my women like _____.,
I like to keep _____ as a souvenir of my sexual encounters.,
I live my life according to the teachings of _____.,
I love _____ in my _____.,
I love the smell of _____ in the morning.,
"I met my current significant other at _____,",
"I might be a _____, but at least I'm no _____.",
I really hate _____ at work. So I take care of it with _____.,
I sleep like a baby after bathing in a tub full of _____.,
I want to go to school to study_____.,
I was into _____ before it was cool.,
I will not eat them Sam-I-Am. I will not eat _____.,
I work out so that I can look good when I'm _____.,
I'd rather be _____.,
I'm having trouble finding a college which will allow me to pursue a degree in _____.,
I've got the fever and the only cure is more _____.,
"If a pot of gold is on one end of the rainbow, what is on the other?",
"If I don't enjoy _____, then the terrorists win.",
"If I weren't so busy with _____, I'd be _____.",
If there’s one thing you could change about me it would be _____.,
"In a pinch, _____ can be a suitable substitute for _____.",
"In a surprising turnaround, _____ has publicly come out as supporting President Obama.",
"In an astonishing and ground-breaking decision, the Supreme Court has decided in favor of _____.",
"In L.A. County Jail, word is you can trade 200 cigarettes for_____.",
"In Nintendo's new game, you must fight off wave after wave of _____ in order to save _____.",
In the grim darkness of the future there is only _____.,
"In the new tenth circle of Hell, sinners will be condemned to an eternity of _____.",
"Instead of endorsing Jell-O Pudding Pops, Bill Cosby now endorses _____.",
"Instead of her normal self, Cinderella should have turned into _____ at midnight.",
"Instead of Robin, Batman should have had _____ as a sidekick.",
"Instead of the Jews, Hitler should have worried more about _____.",
Iron Chef: Today's secret ingredient is _____.,
It is often argued that our ancestors would have never evolved without the aid of _____.,
It rubs _____ on its skin or else it gets _____ again.,
"It sucks when you look in the fridge, and all you have to eat is _____.",
It was more uncomfortable than _____ at a _____ convention.,
Jesus is _____.,
"Keep your friends close, but your _____ closer.",
Kitten thinks of nothing but _____ all day.,
Legend of Zelda: The _____ of _____.,
Like a good neighbor _____ is there.,
Loving you is easy 'cause you're _____.,
Michael Bay's new three-hour action epic pits _____ against _____.,
"Mister Owl, how many licks does it take to get to the center of _____?",
Moral at work was boosted when they put_____ in the vending machines.,
"Mr. Owl, how many licks does it take to get to the center of _____?",
"My favorite book is the classic tale of _____, written by _____.",
My favorite childhood memory is_____.,
My favorite TV channel is the one that shows programs about _____.,
My favourite family recipe is _____ and _____ with just a dash of _____.,
My Little Pony: Friendship is _____.,
My mission in life is to create a videogame about _____.,
My other car is a _____.,
New car sticker craze: Calvin pissing on _____.,
"Next on Oprah, teens addicted to _____.",
"Next, on Martha Stewart's Living, spruce up your _____ with _____.",
"Next, on the Twilight Zone: a parallel universe in which every instance of _____ is replaced by _____.",
Nobody puts _____ in a corner.,
Nothing beats cuddling with _____ in bed.,
Nothing feels better than _____ on _____.,
Now witness the firepower of this fully armed and operational _____!,
"On tonight's special report, _____. Fact or fiction?",
One day a man is bitten by _____ and is transformed into _____.,
Only _____ is worse than a heretic.,
Our most powerful weapon on the day of the zombie apocalypse will be _____.,
"Remember, _____ is never funny. Unless it involves _____.",
"Roses are red; Violets are _____; _____ is _____, and so are you.",
Say no to _____.,
"Science has discovered that beyond the edges of the universe, there is only _____.",
Scientists have reverse engineered alien technology that unlocks the secrets of _____.,
Sizzler’s special tonight: _____ with a side of _____.,
"Something you should regret, but secretly don't.",
"Sometimes you feel like _____, sometimes you don't.",
"Sticks and stones may break my bones, but _____ will never hurt me.",
Stop staring at my _____.,
The 1930's is often regarded as the golden age of _____.,
The best Christmas present my grandma ever gave me was_____.,
The best part of waking up is _____ in your cup.,
The best things in life come in _____.,
The Christian Coalition has recently decided that an even worse sin than same-sex marriage is _____.,
The clown made all the children laugh with his balloon animal in the shape of _____.,
"The Himalayas are filled with many perils, such as _____.",
The internet was invented for _____.,
The Japanese government spent billions of yen researching _____.,
The local experimental college is now offering a course on _____ led by _____.,
The new hip trend at craft bars is vodka infused with _____.,
The new Nintendo will be called the _____.,
The new version of Dungeons and Dragons makes _____ a playable race.,
The next ice cream flavor from Ben & Jerry's.,
The next Team Fortress 2 update will include _____.,
The only problem with _____ is that there isn't enough _____ in it.,
The power of love is useless against _____.,
The road to success is paved with _____.,
"The sad truth is, at the edge of the universe, there is nothing but _____.",
"The sound of your life, _____ radio!",
The theme for our senior prom will be _____.,
The world is going to end when _____ falls on the Earth and _____ will be everywhere.,
"There is a time for peace, a time for war, and a time for _____.",
There is nothing worse than seeing _____ in the light of day.,
There's no crying in _____.,
There's no such thing as _____.,
They found _____ in the dumpster behind the abortion clinic.,
This decade will be regarded as the golden age of _____.,
"This Thanksgiving, I'm most thankful for _____.",
"This year's Pulitzer Prize winning novel was chosen for its brilliant _____, as a metaphor for _____.",
Try walking a mile in my _____.,
Two things you need to survive on a deserted island.,
Warning: This product contains trace amounts of _____.,
What 2 things do you need to survive on a deserted island?,
What am I hiding from my parents?,
What am I lying to my friends about?,
What brought the orgy to a screeching halt?,
What did I find in the couch cushions?,
What do I fear my parents will find in my sock drawer?,
What do I like best about my job?,
What do I think about when I'm having trouble getting off?,
What gave me aids?,
What goes best on toast?,
What I wouldn't give for 10 minutes alone with _____,
What in my past led to my current position on gun control laws?,
What is in my zombie apocalypse survival bag?,
What is the moral of the story?,
What is the only way I can achieve orgasm?,
What keeps me up at night?,
What makes Fred Phelps hard?,
What makes me tingle all over?,
What makes the world go round?,
"What melts in your mouth, not in your hand?",
What time is it? _____ time!,
"What was Abraham Lincoln's deep, dark secret?",
What will be an issue in the next presidential election?,
What will be our last chance for salvation when our new robot overlords take over?,
What will be put in the time capsule to preserve humanity's memory?,
What will I bring to the party?,
What's my superpower?,
What's the real reason that I've gathered you all hear today?,
What's the worst that could happen?,
"When a man and a woman love each other very much, suddenly _____.",
"When I get drunk, I feel that I am an expert on _____.",
"When I get married, our vows will include words about _____.",
"When I saw your mom naked, it reminded me of _____",
"When I'm alone and the room is totally dark, I like to secretly _____.",
"When life gives you _____, make _____.",
"When you wake up from a night of heavy drinking, you usually regret _____",
Where do babies come from?,
Who could have guessed that the alien invasion would be easily thwarted by _____.,
Who was my childhood hero?,
Why am I in such a bad mood?,
Why am I like this?,
Why are we wearing tuxedos?,
Why did the _____ have to _____?,
"Why does God pee on us, periodically?",
Why is mom calling?,
Why was my application to work at McDonald's rejected?,
"With the Democrats and Republicans in a dead heat, the election was stolen by the _____ party.",
"Wonder Twin powers, activate! Shape of _____. Form of _____.",
You can never have too many _____ when in East LA.,
You can never have too much _____.,
You know God hates you when _____.,
You’re in good hands with _____.,
Cockfights,
Friendly fire,
Ronald Reagan,
A disappointing birthday party,
A sassy black woman,
Mathletes,
A tiny horse,
William Shatner,
Riding off into the sunset,
An M. Night Shyamalan plot twist,
Jew-fros,
Mutually-assured destruction,
Pedophiles,
Yeast,
Grave robbing,
Eating the last known bison,
Catapults,
Poor people,
Forgetting the Alamo,
The Hustle,
The Force,
Wiping her butt,
Intelligent design,
Loose lips,
AIDS,
Pictures of boobs,
The Übermensch,
Sarah Palin,
American Gladiators,
Getting really high,
Scientology,
Penis envy,
Praying the gay away,
Frolicking,
Two midgets shitting into a bucket,
The KKK,
Genghis Khan,
Crystal meth,
Serfdom,
Stranger danger,
A Bop It,
Shaquille O'Neal's acting career,
Prancing,
Vigilante justice,
Overcompensation,
Pixelated bukkake,
A lifetime of sadness,
Racism,
Dwarf tossing,
Sunshine and rainbows,
A monkey smoking a cigar,
Flash flooding,
Lance Armstrong's missing testicle,
Dry heaving,
The terrorists,
Linsday Lohan at 55,
Attitude,
Breaking out into song and dance,
Leprosy,
Gloryholes,
Nipple blades,
The heart of a child,
Puppies!,
Waking up half-naked in a Denny's parking lot,
Dental dams,
Toni Morrison's vagina,
The taint; the grundle; the fleshy fun-bridge,
Active listening,
Ethnic cleansing,
The Little Engine That Could,
The invisible hand,
Waiting 'til marriage,
Unfathomable stupidity,
Euphoria by Calvin Klein,
Re-gifting,
Autocannibalism,
Erectile dysfunction,
My collection of high-tech sex toys,
The Pope,
White people,
Tentacle porn,
Glenn Beck convulsively vomiting as a brood of crab spiders hatches in his brain and erupts from his tear ducts,
Too much hair gel,
Seppuku,
Same-sex ice dancing,
Cheating in the Special Olympics,
Charisma,
Keanu Reeves,
Sean Penn,
Nickelback,
A look-see,
Pooping back and forth. Forever.,
Menstruation,
Kids with ass cancer,
A salty surprise,
The South,
The violation of our most basic human rights,
YOU MUST CONSTRUCT ADDITIONAL PYLONS,
Date rape,
Being fabulous,
Necrophilia,
Centaurs,
Bill Nye the Science Guy,
Black people,
Chivalry,
Lunchables,
Bitches,
The profoundly handicapped,
Heartwarming orphans,
MechaHitler,
Fiery poops,
Another goddamn vampire movie,
Tangled Slinkys,
The true meaning of Christmas,
Estrogen,
A zesty breakfast burrito,
That thing that electrocutes your abs,
Passing a kidney stone,
A bleached asshole,
Michael Jackson,
Cybernetic enhancements,
Guys who don't call,
Smallpox blankets,
Masturbation,
Classist undertones,
Queefing,
Concealing a boner,
Edible underpants,
Viagra,
Soup that is too hot,
Muhammad (Praise Be Unto Him),
Surprise Butt-Sex!,
Five-Dollar Footlongs,
Drinking alone,
Dick fingers,
Multiple stab wounds,
Soiling oneself,
Child abuse,
Anal beads,
Civilian casualties,
Pulling out,
"Robert Downey, Jr",
Horse meat,
A really cool hat,
Kim Jong-il,
A stray pube,
Jewish fraternities,
The token minority,
Doin' it in the butt,
Feeding Rosie O'Donnell,
Teaching a robot to love,
A can of whoop-ass,
A windmill full of corpses,
Count Chocula,
Wearing underwear inside-out to avoid doing laundry,
A death ray,
The glass ceiling,
A cooler full of organs,
The American Dream,
Keg stands,
When you fart and a little bit comes out,
Take-backsies,
Dead babies,
Foreskin,
Saxophone solos,
Italians,
A fetus,
Firing a rifle into the air while balls deep in a squealing hog,
Dick Cheney,
Amputees,
Eugenics,
My relationship status,
Christopher Walken,
Bees?,
Harry Potter erotica,
College,
Getting drunk on mouthwash,
Nazis,
8 oz of sweet Mexican black-tar heroin,
Stephen Hawking talking dirty,
A Gypsy curse,
A moment of silence,
A sausage festival,
An honest cop with nothing left to lose,
Famine,
Flesh-eating bacteria,
Flying sex snakes,
Not giving a shit about the Third World,
Sexting,
Sniffing glue,
Porn stars,
Raping and pillaging,
72 virgins,
A drive-by shooting,
A time travel paradox,
Authentic Mexican cuisine,
Bling,
Consultants,
Crippling debt,
Daddy issues,
The Donald Trump Seal of Approval,
Dropping a chandelier on your enemies and riding the rope up,
Former President George W. Bush,
Full frontal nudity,
Hormone injections,
Laying an egg,
Getting naked and watching Nickelodeon,
Pretending to care,
Public ridicule,
Sharing needles,
Boogers,
The inevitable heat death of the universe,
The miracle of childbirth,
The Rapture,
Whipping it out,
White privilege,
Wifely duties,
The Hamburglar,
AXE Body Spray,
The Blood of Christ,
Horrifying laser hair removal accidents,
BATMAN!!!,
Agriculture,
A robust mongoloid,
Natural selection,
Coat hanger abortions,
Eating all of the cookies before the AIDS bake-sale,
Michelle Obama's arms,
The World of Warcraft,
Swooping,
Obesity,
A homoerotic volleyball montage,
Lockjaw,
A mating display,
Testicular torsion,
All-you-can-eat shrimp for $4.99,
Domino's Oreo Dessert Pizza,
Kanye West,
Hot cheese,
Raptor attacks,
Taking off your shirt,
Smegma,
Alcoholism,
A middle-aged man on roller skates,
The Care Bear Stare,
Bingeing and purging,
Oversized lollipops,
Self-loathing,
Children on leashes,
Half-assed foreplay,
The Holy Bible,
German dungeon porn,
Being on fire,
Teenage pregnancy,
Gandhi,
Leaving an awkward voicemail,
Uppercuts,
Customer service representatives,
An erection that lasts longer than four hours,
My genitals,
Picking up girls at the abortion clinic,
Science,
Not reciprocating oral sex,
Flightless birds,
A good sniff,
Waterboarding,
A balanced breakfast,
Historically black colleges,
Actually taking candy from a baby,
The Make-A-Wish Foundation,
A clandestine butt scratch,
The Amish,
The Chinese gymnastics team,
Switching to Geico,
Peeing a little bit,
Home video of Oprah sobbing into a Lean Cuisine,
Nocturnal emissions,
The Jews,
My humps,
Powerful thighs,
Winking at old people,
"Mr. Clean, right behind you",
A gentle caress of the inner thigh,
Sexual tension,
The forbidden fruit,
Skeletor,
Fancy Feast,
Being rich,
"Sweet, sweet vengeance",
Republicans,
A gassy antelope,
Natalie Portman,
Copping a feel,
Kamikaze pilots,
Sean Connery,
The homosexual agenda,
The hardworking Mexican,
A falcon with a cap on its head,
Altar boys,
The Kool-Aid Man,
Getting so angry that you pop a boner,
Free samples,
A big hoopla about nothing,
Doing the right thing,
The Three-Fifths compromise,
Lactation,
World peace,
RoboCop,
Chutzpah,
Justin Bieber,
Oompa-Loompas,
Genetically engineered super-soldiers,
Puberty,
Ghosts,
An asymmetric boob job,
Vigorous jazz hands,
Fingering,
Glenn Beck catching his scrotum on a curtain hook,
GoGurt,
Police brutality,
John Wilkes Booth,
Preteens,
Scalping,
Stifling a giggle at the mention of Hutus and Tutsis,
Tweeting,
Darth Vader,
A sad handjob,
Exactly what you'd expect,
Expecting a burp and vomiting on the floor,
Adderall,
Embryonic stem cells,
Tasteful side-boob,
Panda sex,
An icepick lobotomy,
Tom Cruise,
Mouth herpes,
Sperm whales,
Homeless people,
Third base,
Incest,
Pac-Man uncontrollably guzzling cum,
A mime having a stroke,
Hulk Hogan,
God,
Scrubbing under the folds,
Golden showers,
Emotions,
